,feature,support,ranking,mean score,std score
172,D_141,False,59,0.7788458472444004,0.0005756307155787953
239,B_8_13_periods_min,False,60,0.7788342662153989,0.0017112902158775898
301,S_17_13_periods_std,False,61,0.7760827040643186,0.0018580171747764771
267,B_17_6_periods_max,False,62,0.7779108268612548,0.0018936817106323732
250,S_6_13_periods_std,False,63,0.776805744157471,0.0006423390463538948
154,D_125,False,64,0.7774510775004912,0.001572723956051437
327,D_92_13_periods_logsum,False,65,0.7773760029099589,0.002197081306007182
370,D_131_13_periods_logmax,False,66,0.7769945694237761,0.003446380474256174
354,S_27_13_periods_logmin,False,67,0.7771212960785957,0.002682711254104343
305,R_14_13_periods_logmax,False,68,0.7768512189529779,0.0024062928529257357
295,D_80_13_periods_std,False,69,0.7762185952842862,0.0018310324250916598
90,R_12,False,70,0.7755021978378674,0.0013929367599909797
69,P_4,False,71,0.7745764536563038,0.002302896346225911
331,R_25_13_periods_std,False,72,0.7768172060770506,0.0020155159564671
116,D_91,False,73,0.777676492336553,0.0011853353322103662
390,B_38_3.0_13_periods_std,False,74,0.7769403676969313,0.003330905653362358
126,S_25,False,75,0.7780397914788696,0.0020938118333782983
82,S_16,False,76,0.7751665363758626,0.0015864640041979058
70,D_74,False,77,0.7747288190132436,0.001028021826312796
134,B_36,False,78,0.7782667761752555,0.002133300981929305
296,R_10_13_periods_logmean,False,79,0.7767116013363906,0.0009861045200823765
100,D_86,False,80,0.7778293449393389,0.0021142786495397105
155,D_127,False,81,0.7786050453851369,0.0018021294197062866
277,D_71_3_periods_logmin,False,82,0.777172380373485,0.0020136835596315807
142,B_39,False,83,0.7773816261323042,0.001831949160929262
121,R_25,False,84,0.777057796053971,0.0012454360221309552
304,D_83_13_periods_logmax,False,85,0.7759733274951521,0.001895979064514066
113,D_89,False,86,0.7772046930637407,0.001220784507089389
21,B_8,False,87,0.7588152555317064,0.001398281225508501
76,B_25,False,88,0.7746973329199094,0.0023976321354620806
173,D_142,False,89,0.7793886582207801,0.002082396940545571
257,R_5_13_periods_logmean,False,90,0.7777076002190368,0.001634820934591362
78,D_78,False,91,0.7740786115465831,0.0015496331845311644
97,R_16,False,92,0.7768235467511077,0.001838900512920727
324,R_22_13_periods_max,False,93,0.7771845554806422,0.0017715120756183864
80,R_8,False,94,0.7757062335458744,0.0012884406328558722
123,S_22,False,95,0.7773109155415352,0.0017754233033966192
310,S_18_13_periods_logsum,False,96,0.7772786739388607,0.0006802154028809032
128,D_102,False,97,0.7780873406278572,0.001617374614769763
332,D_96_13_periods_logsum,False,98,0.7763662097140585,0.0016729606940657526
145,S_27,False,99,0.7783358210527795,0.0017952135227336538
107,R_19,False,100,0.777444487498308,0.0016178287327334331
358,D_119_13_periods_sum,False,101,0.7767267773342955,0.0017654356230634126
175,D_144,False,102,0.7781169115211104,0.002349434524208169
311,D_86_13_periods_logsum,False,103,0.7774605773611658,0.001770689442730591
129,D_103,False,104,0.7779519890725524,0.0019757036501448725
388,B_30_2.0_13_periods_max,False,105,0.7769403676969313,0.003330905653362358
369,D_130_13_periods_logmax,False,106,0.7769985203291494,0.0034421085918524257
92,R_13,False,107,0.7770555480706268,0.0017597429726623683
240,D_50_13_periods_sum,False,108,0.7776540677320694,0.0016465045684051658
